"Local Site Name","State Name","County Name","City Name","CBSA Name","Latitude","Longitude","4th Max Value","4th Max DateTime"
"VALLEY CENTRAL HIGH SCHOOL","New York","Orange","Montgomery","Poughkeepsie-Newburgh-Middletown, NY","41.52375","-74.21534","0.062","2014-07-12 11:00"
"FULTON","New York","Oswego","Fulton","Syracuse, NY","43.28428","-76.46324","0.058","2014-06-02 11:00"
"MT NINHAM","New York","Putnam","","New York-Northern New Jersey-Long Island, NY-NJ-PA","41.45589","-73.70977","0.066","2014-08-20 11:00"
"QUEENS COLLEGE 2","New York","Queens","New York","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.73614","-73.82153","0.063","2014-07-08 09:00"
"SUSAN WAGNER HS","New York","Richmond","New York","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.59664","-74.12525","0.072","2014-06-02 12:00"
"Rockland County","New York","Rockland","","New York-Northern New Jersey-Long Island, NY-NJ-PA","41.18208","-74.02819","0.068","2014-08-27 11:00"
"STILLWATER","New York","Saratoga","","Albany-Schenectady-Troy, NY","43.01209","-73.6489","0.061","2014-05-27 10:00"
"PINNACLE STATE PARK","New York","Steuben","","Corning, NY","42.09142","-77.20978","0.058","2014-05-09 11:00"
"BABYLON","New York","Suffolk","East Farmingdale","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.74529","-73.41919","0.066","2014-08-27 11:00"
"RIVERHEAD","New York","Suffolk","Riverhead","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.96078","-72.71238","0.064","2014-05-26 12:00"
"HOLTSVILLE","New York","Suffolk","Holtsville","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.82799","-73.05754","0.062","2014-08-05 11:00"
"Connecticut Hill","New York","Tompkins","","Ithaca, NY","42.4006","-76.6538","0.059","2014-04-10 12:00"
"WILLIAMSON","New York","Wayne","","Rochester, NY","43.23086","-77.17136","0.064","2014-05-27 08:00"
"WHITE PLAINS","New York","Westchester","White Plains","New York-Northern New Jersey-Long Island, NY-NJ-PA","41.05192","-73.76366","0.074","2014-05-27 10:00"
"Taylorsville Liledoun","North Carolina","Alexander","Taylorsville","Hickory-Lenoir-Morganton, NC","35.9139","-81.191","0.064","2014-05-08 10:00"
"Linville Falls","North Carolina","Avery","","","35.972222","-81.933056","0.061","2014-04-11 11:00"
"Cranberry","North Carolina","Avery","","","36.1058","-82.0454","0.062","2014-03-22 11:00"
"Bent Creek","North Carolina","Buncombe","Bent Creek","Asheville, NC","35.500102","-82.59986","0.064","2014-05-08 12:00"
"Lenoir (city)","North Carolina","Caldwell","Lenoir","Hickory-Lenoir-Morganton, NC","35.935833","-81.530278","0.061","2014-05-06 11:00"
"Beaufort","North Carolina","Carteret","","Morehead City, NC","34.8848","-76.6203","0.062","2014-03-11 12:00"
"Cherry Grove","North Carolina","Caswell","","","36.307033","-79.467417","0.067","2014-06-17 10:00"
"Pittsboro","North Carolina","Chatham","Pittsboro","Durham, NC","35.757222","-79.159722","0.061","2014-04-11 11:00"
"","North Carolina","Cumberland","Wade","Fayetteville, NC","35.158686","-78.728035","0.061","2014-04-01 11:00"
"Golfview","North Carolina","Cumberland","Hope Mills","Fayetteville, NC","34.968889","-78.9625","0.066","2014-04-11 10:00"
"Mocksville","North Carolina","Davie","Mocksville","Winston-Salem, NC","35.897068","-80.557278","0.065","2014-04-02 11:00"
"Durham Armory","North Carolina","Durham","Durham","Durham, NC","36.032944","-78.905417","0.062","2014-05-21 11:00"
"Leggett","North Carolina","Edgecombe","Leggett","Rocky Mount, NC","35.988333","-77.582778","0.062","2014-05-21 11:00"
"","North Carolina","Forsyth","Winston-Salem","Winston-Salem, NC","36.110556","-80.226667","0.065","2014-05-06 13:00"
"NEW O3 SLAMS SITE 4/1/96; REPLACES FERGUSON SCHOOL 37-067-0007","North Carolina","Forsyth","Not in a city","Winston-Salem, NC","36.203056","-80.215833","0.062","2014-04-21 11:00"
"","North Carolina","Forsyth","Winston-Salem","Winston-Salem, NC","36.026","-80.342","0.067","2014-04-02 11:00"
"","North Carolina","Forsyth","Not in a city","Winston-Salem, NC","36.050833","-80.143889","0.067","2014-08-28 07:00"
"Franklinton","North Carolina","Franklin","Franklinton","Raleigh-Cary, NC","36.096189","-78.463719","0.062","2014-04-22 09:00"
"Joanna Bald","North Carolina","Graham","","","35.25793","-83.79562","0.063","2014-05-06 20:00"
"Butner","North Carolina","Granville","Butner","","36.141111","-78.768056","0.065","2014-06-17 10:00"
"Mendenhall School","North Carolina","Guilford","Greensboro","Greensboro-High Point, NC","36.100711","-79.810456","0.065","2014-04-02 10:00"
"Waynesville School","North Carolina","Haywood","","Asheville, NC","35.50716","-82.96337","0.06","2014-04-20 11:00"
"Frying Pan Mountain","North Carolina","Haywood","","Asheville, NC","35.379167","-82.7925","0.067","2014-05-08 16:00"
"Purchase Knob","North Carolina","Haywood","","Asheville, NC","35.59","-83.0775","0.064","2014-04-24 16:00"
"OZONE MONITOR ON SW SIDE OF TOWER/MET EQUIPMENT 10FT ABOVE TOWER","North Carolina","Jackson","","","35.524444","-83.236111","0.068","2014-04-24 15:00"
"West Johnston Co.","North Carolina","Johnston","","Raleigh-Cary, NC","35.590833","-78.461944","0.063","2014-05-06 12:00"
"Blackstone","North Carolina","Lee","Sanford","Sanford, NC","35.4325","-79.2887","0.064","2014-04-22 10:00"
"Lenoir Co. Comm. Coll.","North Carolina","Lenoir","Kinston","Kinston, NC","35.231459","-77.568792","0.065","2014-04-03 10:00"
"Crouse","North Carolina","Lincoln","Lincolnton","Lincolnton, NC","35.438556","-81.27675","0.064","2014-04-11 11:00"
"Coweeta","North Carolina","Macon","","","35.0608","-83.4306","0.063","2014-05-07 12:00"
"Jamesville School","North Carolina","Martin","Jamesville","","35.81066","-76.906249","0.061","2014-04-10 12:00"
"Garinger High School","North Carolina","Mecklenburg","Charlotte","Charlotte-Gastonia-Concord, NC-SC","35.2401","-80.785683","0.065","2014-06-18 09:00"
"Arrowood","North Carolina","Mecklenburg","Charlotte","Charlotte-Gastonia-Concord, NC-SC","35.113164","-80.919532","0.063","2014-08-05 11:00"
"County Line","North Carolina","Mecklenburg","","Charlotte-Gastonia-Concord, NC-SC","35.347222","-80.695","0.068","2014-08-28 11:00"
"Candor","North Carolina","Montgomery","","","35.2632","-79.8365","0.062","2014-03-15 11:00"
"Castle Hayne","North Carolina","New Hanover","Castle Hayne","Wilmington, NC","34.364167","-77.838611","0.063","2014-04-10 10:00"
"Bushy Fork","North Carolina","Person","","Durham, NC","36.306965","-79.09197","0.065","2014-04-11 11:00"
"Pitt Agri. Center","North Carolina","Pitt","","Greenville, NC","35.63861","-77.35805","0.063","2014-06-04 11:00"
"Bethany sch.","North Carolina","Rockingham","","Greensboro-High Point, NC","36.308889","-79.859167","0.065","2014-06-17 10:00"
"Rockwell","North Carolina","Rowan","Rockwell","Salisbury, NC","35.551868","-80.395039","0.064","2014-05-05 11:00"
"Bryson City","North Carolina","Swain","Bryson City (RR name Bryson)","","35.435509","-83.443697","0.058","2014-05-05 11:00"
"","North Carolina","Swain","","","35.498711","-83.310242","0.06","2014-04-27 11:00"
"Monroe School","North Carolina","Union","Monroe","Charlotte-Gastonia-Concord, NC-SC","34.973889","-80.540833","0.067","2014-04-11 10:00"
"Millbrook School","North Carolina","Wake","Raleigh","Raleigh-Cary, NC","35.856111","-78.574167","0.063","2014-05-22 11:00"
"Fuquay-Varina","North Carolina","Wake","Fuquay-Varina","Raleigh-Cary, NC","35.596944","-78.7925","0.061","2014-04-11 10:00"
"Mt. Mitchell","North Carolina","Yancey","","","35.765413","-82.264944","0.067","2014-08-25 23:00"
"PAINTED CANYON","North Dakota","Billings","","Dickinson, ND","46.8943","-103.37853","0.055","2014-05-28 08:00"
"LOSTWOOD NWR","North Dakota","Burke","","","48.64193","-102.4018","0.058","2014-05-31 11:00"
"BISMARCK RESIDENTIAL","North Dakota","Burleigh","Bismarck","Bismarck, ND","46.825425","-100.76821","0.059","2014-05-17 10:00"
"FARGO NW","North Dakota","Cass","","Fargo, ND-MN","46.933754","-96.85535","0.059","2014-05-25 10:00"
"DUNN CENTER","North Dakota","Dunn","","","47.3132","-102.5273","0.057","2014-05-15 09:00"
"TRNP-NU","North Dakota","McKenzie","","","47.5812","-103.2995","0.056","2014-04-11 10:00"
"BEULAH NORTH","North Dakota","Mercer","","","47.298611","-101.766944","0.055","2014-04-20 12:00"
"HANNOVER","North Dakota","Oliver","","","47.185833","-101.428056","0.06","2014-05-21 12:00"
"Williston","North Dakota","Williams","Williston","Williston, ND","48.15278","-103.63951","0.056","2014-04-20 12:00"
"LIMA BATH","Ohio","Allen","Lima","Lima, OH","40.770944","-84.0539","0.066","2014-05-07 12:00"
"CONNEAUT","Ohio","Ashtabula","Conneaut","Ashtabula, OH","41.959695","-80.572808","0.069","2014-07-22 11:00"
"HAMILTON","Ohio","Butler","Hamilton","Cincinnati-Middletown, OH-KY-IN","39.383382","-84.544413","0.07","2014-06-27 11:00"
"MIDDLETOWN","Ohio","Butler","Middletown","Cincinnati-Middletown, OH-KY-IN","39.529481","-84.393364","0.069","2014-09-09 11:00"
"Oxford","Ohio","Butler","","Cincinnati-Middletown, OH-KY-IN","39.5327","-84.7286","0.069","2014-06-06 11:00"
"SPRINGFIELD WELL FIELD","Ohio","Clark","Springfield","Springfield, OH","40.00103","-83.80456","0.065","2014-09-04 11:00"
"MUD RUN","Ohio","Clark","Enon","Springfield, OH","39.85567","-83.99773","0.064","2014-04-20 11:00"
"BATAVIA","Ohio","Clermont","Batavia","Cincinnati-Middletown, OH-KY-IN","39.0828","-84.1441","0.068","2014-07-11 11:00"
"LAUREL OAKS_JVS","Ohio","Clinton","","Wilmington, OH","39.430038","-83.788502","0.07","2014-06-06 11:00"
"5TH DISTRICT","Ohio","Cuyahoga","Cleveland","Cleveland-Elyria-Mentor, OH","41.55523","-81.575256","0.071","2014-07-12 11:00"
"GT CRAIG","Ohio","Cuyahoga","Cleveland","Cleveland-Elyria-Mentor, OH","41.492117","-81.678449","0.066","2014-08-03 11:00"
"BEREA","Ohio","Cuyahoga","Berea","Cleveland-Elyria-Mentor, OH","41.36189","-81.864608","0.059","2014-06-28 10:00"
"MAYFIELD","Ohio","Cuyahoga","Mayfield","Cleveland-Elyria-Mentor, OH","41.537344","-81.458834","0.061","2014-04-12 11:00"
"DELAWARE","Ohio","Delaware","Delaware","Columbus, OH","40.356694","-83.063971","0.066","2014-06-06 10:00"
"Deer Creek","Ohio","Fayette","","Washington Court House, OH, AR","39.6359","-83.2605","0.069","2014-07-12 12:00"
"NEW_ALBNY","Ohio","Franklin","New Albany","Columbus, OH","40.0845","-82.81552","0.07","2014-08-04 11:00"
"FRANKLIN_PK","Ohio","Franklin","Columbus","Columbus, OH","39.96523","-82.95549","0.069","2014-08-05 12:00"
"MAPLE_C","Ohio","Franklin","Columbus","Columbus, OH","40.0877","-82.959773","0.068","2014-06-06 11:00"
"GEAUGA","Ohio","Geauga","","Cleveland-Elyria-Mentor, OH","41.515051","-81.249906","0.065","2014-06-28 11:00"
"XENIA","Ohio","Greene","Xenia","Dayton, OH","39.66575","-83.94285","0.066","2014-07-12 11:00"
"SYCAMORE","Ohio","Hamilton","Blue Ash","Cincinnati-Middletown, OH-KY-IN","39.2787","-84.36612","0.07","2014-07-12 11:00"
"COLERAIN","Ohio","Hamilton","Cleves","Cincinnati-Middletown, OH-KY-IN","39.21494","-84.69086","0.073","2014-08-01 11:00"
"TAFT","Ohio","Hamilton","Cincinnati","Cincinnati-Middletown, OH-KY-IN","39.12886","-84.50404","0.069","2014-08-01 10:00"
"STEUBEN","Ohio","Jefferson","Steubenville","Weirton-Steubenville, WV-OH","40.36644","-80.61558","0.067","2014-06-15 11:00"
"CENTERBURG","Ohio","Knox","Centerburg","Mount Vernon, OH","40.310025","-82.691724","0.066","2014-09-04 11:00"
"EASTLAKE","Ohio","Lake","Eastlake","Cleveland-Elyria-Mentor, OH","41.673006","-81.422455","0.075","2014-07-12 10:00"
"JFS (PAINSVILLE)","Ohio","Lake","Painesville","Cleveland-Elyria-Mentor, OH","41.726811","-81.242156","0.062","2014-06-28 10:00"
"WILGUS","Ohio","Lawrence","","Huntington-Ashland, WV-KY-OH","38.62901","-82.45886","0.064","2014-07-12 10:00"
"ODOT (IRONTON)","Ohio","Lawrence","Ironton","Huntington-Ashland, WV-KY-OH","38.508114","-82.659301","0.062","2014-08-05 11:00"
"HEATH","Ohio","Licking","Heath (Fourmile Lock)","Columbus, OH","40.026037","-82.433","0.066","2014-08-05 12:00"
"SHEFFIELD","Ohio","Lorain","Sheffield","Cleveland-Elyria-Mentor, OH","41.420882","-82.095729","0.067","2014-08-03 11:00"
"ERIE","Ohio","Lucas","Toledo","Toledo, OH","41.644067","-83.54625","0.07","2014-06-01 10:00"
"WATERVILLE","Ohio","Lucas","Waterville","Toledo, OH","41.494174","-83.718944","0.064","2014-08-10 12:00"
"LOW_SER","Ohio","Lucas","","Toledo, OH","41.675213","-83.30693","0.065","2014-06-01 13:00"
"LONDON","Ohio","Madison","","Columbus, OH","39.78819","-83.47606","0.069","2014-04-21 10:00"
"","Ohio","Mahoning","Youngstown","Youngstown-Warren-Boardman, OH-PA","41.096142","-80.658856","0.066","2014-05-08 13:00"
"CHIPPEWA","Ohio","Medina","","Cleveland-Elyria-Mentor, OH","41.0604","-81.9239","0.064","2014-06-07 11:00"
"MIAMI EAST","Ohio","Miami","Casstown","Dayton, OH","40.08455","-84.11412","0.066","2014-04-20 11:00"
"EASTWOOD","Ohio","Montgomery","Dayton","Dayton, OH","39.78563","-84.13437","0.069","2014-06-01 12:00"
"Quaker City","Ohio","Noble","","","39.9428","-81.3373","0.065","2014-08-01 10:00"
" ROCKWELL","Ohio","Portage","","Akron, OH","41.182466","-81.330486","0.061","2014-06-07 12:00"
"NATIONAL TRAIL SCHOOL","Ohio","Preble","New Paris","Dayton, OH","39.83562","-84.72049","0.065","2014-04-21 09:00"
"MALONE_COL","Ohio","Stark","Canton","Canton-Massillon, OH","40.828052","-81.378333","0.065","2014-06-28 09:00"
"BREWSTER (WANDLE)","Ohio","Stark","Brewster","Canton-Massillon, OH","40.712778","-81.598333","0.059","2014-05-19 10:00"
"ALLIANCE","Ohio","Stark","Alliance","Canton-Massillon, OH","40.931398","-81.123519","0.061","2014-06-28 10:00"
"PATTERSON PARK (PATT_PARK)","Ohio","Summit","Akron","Akron, OH","41.106486","-81.503547","0.058","2014-06-28 10:00"
"KINSMAN","Ohio","Trumbull","","Youngstown-Warren-Boardman, OH-PA","41.454235","-80.591036","0.065","2014-06-28 10:00"
"TCSEG","Ohio","Trumbull","","Youngstown-Warren-Boardman, OH-PA","41.240456","-80.662559","0.065","2014-07-12 10:00"
"LEBANON","Ohio","Warren","Lebanon","Cincinnati-Middletown, OH-KY-IN","39.42689","-84.20077","0.071","2014-09-09 11:00"
"MARIETTA_TWP.","Ohio","Washington","Marietta","Parkersburg-Marietta-Vienna, WV-OH","39.432117","-81.460443","0.063","2014-07-12 10:00"
"BOWLING GREEN","Ohio","Wood","Bowling Green","Toledo, OH","41.377685","-83.611104","0.063","2014-06-06 11:00"
"STILWELL","Oklahoma","Adair","Cherry Tree","","35.750735","-94.669697","0.063","2014-05-02 11:00"
"","Oklahoma","Bryan","Durant","Durant, OK","33.945366","-96.405741","0.065","2014-05-05 12:00"
"ANADARKO PM2.5","Oklahoma","Caddo","Anadarko","","35.111944","-98.252778","0.054","2014-05-05 10:00"
"OKC WEST-(YUKON)","Oklahoma","Canadian","Yukon","Oklahoma City, OK","35.479215","-97.751503","0.068","2014-08-15 13:00"
"TAHLEQUAH SHELTER","Oklahoma","Cherokee","Park Hill","Tahlequah, OK","35.85408","-94.985964","0.061","2014-06-11 11:00"
"MOORE WATER TOWER","Oklahoma","Cleveland","Moore","Oklahoma City, OK","35.320105","-97.484099","0.067","2014-07-08 11:00"
"LAWTON NORTH","Oklahoma","Comanche","Lawton","Lawton, OK","34.63298","-98.42879","0.069","2014-08-14 15:00"
"MANNFORD","Oklahoma","Creek","Mannford","Tulsa, OK","36.105481","-96.361196","0.066","2014-06-13 10:00"
"SEILING MUNICIPAL AIRPORT","Oklahoma","Dewey","Seiling","","36.158414","-98.931973","0.067","2014-07-24 12:00"
"LOCATED BEHIND LAKE WAURIKA CORP. OF ENG. OFFICE","Oklahoma","Jefferson","Waurika","","34.226639","-98.03544","0.069","2014-09-24 10:00"
"NEWKIRK IMPROVE","Oklahoma","Kay","","Ponca City, OK","36.956222","-97.03135","0.069","2014-04-23 11:00"
"","Oklahoma","Lincoln","","Oklahoma City, OK","35.91342","-97.02482","0.066","2014-05-06 11:00"
"WEATHER STATION - BURNYEYVILLE MESONET SITE","Oklahoma","Love","","Ardmore, OK","33.880812","-97.275896","0.078","2014-08-14 12:00"
"GOLDSBY","Oklahoma","McClain","Goldsby","Oklahoma City, OK","35.159649","-97.473794","0.069","2014-08-14 11:00"
"CHEROKEE HEIGHTS","Oklahoma","Mayes","","","36.228408","-95.249943","0.06","2014-03-14 11:00"
"OKC CENTRAL-OSDH","Oklahoma","Oklahoma","Oklahoma City","Oklahoma City, OK","35.477036","-97.494309","0.069","2014-08-15 12:00"
"CHOCTAW","Oklahoma","Oklahoma","Choctaw","Oklahoma City, OK","35.477801","-97.303044","0.066","2014-04-09 14:00"
"OKC NORTH","Oklahoma","Oklahoma","Oklahoma City","Oklahoma City, OK","35.614131","-97.475083","0.07","2014-08-07 11:00"
"QUAPAW SHELTER","Oklahoma","Ottawa","Miami","Miami, OK","36.922222","-94.838889","0.055","2014-05-03 09:00"
"McALESTER MUNICIPAL AIRPORT","Oklahoma","Pittsburg","McAlester","McAlester, OK","34.90227","-95.784375","0.062","2014-06-11 09:00"
"","Oklahoma","Sequoyah","Roland","Fort Smith, AR-OK","35.40814","-94.524413","0.06","2014-06-11 11:00"
"TULSA NORTH (SKIATOOK)","Oklahoma","Tulsa","Skiatook","Tulsa, OK","36.357438","-95.999247","0.065","2014-06-11 10:00"
"TULSA SOUTH","Oklahoma","Tulsa","Glenpool","Tulsa, OK","35.953708","-96.004975","0.062","2014-07-08 10:00"
"TULSA EAST","Oklahoma","Tulsa","Tulsa","Tulsa, OK","36.133802","-95.764537","0.063","2014-07-29 11:00"
"NORTH TULSA - FIRE STATION#24","Oklahoma","Tulsa","Tulsa","Tulsa, OK","36.204902","-95.976537","0.065","2014-04-10 12:00"
"CARUS TRAILER/SPANGLER RD","Oregon","Clackamas","","Portland-Vancouver-Beaverton, OR-WA","45.25928","-122.588151","0.062","2014-09-14 11:00"
"SAUVIE ISLAND-SIS","Oregon","Columbia","","Portland-Vancouver-Beaverton, OR-WA","45.768531","-122.7721","0.053","2014-08-10 13:00"
"Bend Deschutes County Road Department (BRD)","Oregon","Deschutes","Bend","Bend, OR","44.021896","-121.260166","0.06","2014-07-15 10:00"
"Medford at Talent (South of Medford) - (TAL)","Oregon","Jackson","","Medford, OR","42.229891","-122.7877","0.059","2014-07-10 09:00"
"Eugene - AMAZON PARK (EAP)","Oregon","Lane","Eugene","Eugene-Springfield, OR","44.026312","-123.083737","0.058","2014-08-26 11:00"
"Eugene - Saginaw","Oregon","Lane","","Eugene-Springfield, OR","43.8345","-123.0353","0.058","2014-08-01 11:00"
"Salem - Turner at Cascade School (CJH)","Oregon","Marion","","Salem, OR","44.81029","-122.915085","0.062","2014-07-12 11:00"
"Portland - SE Lafayette","Oregon","Multnomah","Portland","Portland-Vancouver-Beaverton, OR-WA","45.496641","-122.602877","0.055","2014-05-01 10:00"
"Hermiston - Municipal Airport (HMA)","Oregon","Umatilla","Hermiston","Pendleton-Hermiston, OR","45.828968","-119.262991","0.064","2014-08-03 11:00"
"","Oregon","Washington","Tualatin","Portland-Vancouver-Beaverton, OR-WA","45.393497","-122.747894","0.053","2014-09-07 11:00"
" Sherwood  -  Lasich and Roy Rogers (SLR)","Oregon","Washington","","Portland-Vancouver-Beaverton, OR-WA","45.402446","-122.854437","0.057","2014-05-14 10:00"
"Arendtsville","Pennsylvania","Adams","","Gettysburg, PA","39.9231","-77.3078","0.063","2014-05-11 13:00"
"Lawrenceville","Pennsylvania","Allegheny","Pittsburgh","Pittsburgh, PA","40.46542","-79.960757","0.065","2014-06-27 12:00"
"South Fayette","Pennsylvania","Allegheny","","Pittsburgh, PA","40.375644","-80.169943","0.065","2014-07-12 10:00"
"Harrison 2","Pennsylvania","Allegheny","Harrison Township","Pittsburgh, PA","40.617488","-79.727664","0.071","2014-04-21 12:00"
"LAT/LON IS CENTER OF TRAILER","Pennsylvania","Armstrong","Kittanning","Pittsburgh, PA","40.814183","-79.56475","0.068","2014-09-04 10:00"
"","Pennsylvania","Beaver","","Pittsburgh, PA","40.56252","-80.503948","0.069","2014-06-15 14:00"
"DRIVEWAY TO BAKEY RESIDENCE","Pennsylvania","Beaver","","Pittsburgh, PA","40.684722","-80.359722","0.07","2014-04-21 13:00"
"","Pennsylvania","Beaver","Beaver Falls","Pittsburgh, PA","40.747796","-80.316442","0.066","2014-04-21 11:00"
"Kutztown","Pennsylvania","Berks","","Reading, PA","40.51408","-75.789721","0.063","2014-07-19 11:00"
"Reading Airport","Pennsylvania","Berks","","Reading, PA","40.38335","-75.9686","0.068","2014-06-17 10:00"
"","Pennsylvania","Blair","Altoona","Altoona, PA","40.535278","-78.370833","0.06","2014-04-21 11:00"
"Towanda","Pennsylvania","Bradford","","Sayre, PA","41.705226","-76.512726","0.051","2014-05-09 12:00"
"A420170012LAT/LONG POINT IS OF SAMPLING INLET","Pennsylvania","Bucks","Bristol","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","40.107222","-74.882222","0.071","2014-07-08 09:00"
"","Pennsylvania","Cambria","Johnstown","Johnstown, PA","40.309722","-78.915","0.06","2014-04-20 13:00"
"LAT/LON=POINT SW CORNER OF TRAILER","Pennsylvania","Centre","State College","State College, PA","40.811389","-77.877028","0.063","2014-08-05 10:00"
"Penn State","Pennsylvania","Centre","","State College, PA","40.7208","-77.9319","0.064","2014-08-05 10:00"
"CHESTER COUNTY TRANSPORT SITE INTO PHILADELPHIA","Pennsylvania","Chester","","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","39.834461","-75.768242","0.071","2014-06-17 12:00"
"MOSHANNON STATE FOREST","Pennsylvania","Clearfield","","DuBois, PA","41.1175","-78.526194","0.06","2014-05-09 10:00"
"A420430401LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Dauphin","","Harrisburg-Carlisle, PA","40.246992","-76.846988","0.063","2014-06-22 11:00"
"A420431100LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Dauphin","Hershey","Harrisburg-Carlisle, PA","40.272222","-76.681389","0.063","2014-07-11 11:00"
"A420450002LAT/LON POINT IS OF CORNER OF TRAILER","Pennsylvania","Delaware","Chester","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","39.835556","-75.3725","0.073","2014-08-26 10:00"
"Kane Exp. Forest","Pennsylvania","Elk","","St. Marys, PA","41.598","-78.7674","0.064","2014-05-11 12:00"
"","Pennsylvania","Erie","Erie","Erie, PA","42.14175","-80.038611","0.065","2014-05-11 12:00"
"HIGH ELEVATION OZONE SITE","Pennsylvania","Franklin","","Chambersburg, PA","39.961111","-77.475556","0.063","2014-05-26 11:00"
"75 KM SSW OF PITTSBURGH RURAL SITE ON A KNOLL WITHIN A LARGE CLEARIN","Pennsylvania","Greene","","","39.80933","-80.26567","0.065","2014-08-04 11:00"
"","Pennsylvania","Indiana","","Indiana, PA","40.56333","-78.919972","0.068","2014-05-08 12:00"
"A420690101LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Lackawanna","Blakely","Scranton--Wilkes-Barre, PA","41.479116","-75.578186","0.061","2014-07-12 09:00"
"A420692006LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Lackawanna","Scranton","Scranton--Wilkes-Barre, PA","41.442778","-75.623056","0.06","2014-07-21 10:00"
"A420710007LAT/LON POINT AT CORNER OF TRAILER","Pennsylvania","Lancaster","Lancaster","Lancaster, PA","40.046667","-76.283333","0.066","2014-05-26 10:00"
"Lancaster DW","Pennsylvania","Lancaster","","Lancaster, PA","40.043833","-76.1124","0.063","2014-05-26 10:00"
"","Pennsylvania","Lawrence","New Castle","New Castle, PA","40.995848","-80.346442","0.068","2014-08-01 11:00"
"Lebanon","Pennsylvania","Lebanon","","Lebanon, PA","40.337328","-76.383447","0.067","2014-07-11 11:00"
"A420770004LAT/LONG POINT IS OF SAMPLING INLET","Pennsylvania","Lehigh","Allentown","Allentown-Bethlehem-Easton, PA-NJ","40.611944","-75.4325","0.068","2014-08-26 11:00"
"A420791100LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Luzerne","Nanticoke","Scranton--Wilkes-Barre, PA","41.209167","-76.003333","0.057","2014-04-10 12:00"
"A420791101LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Luzerne","Wilkes-Barre","Scranton--Wilkes-Barre, PA","41.265556","-75.846389","0.06","2014-04-21 10:00"
"MONTOURSVILLE","Pennsylvania","Lycoming","Montoursville","Williamsport, PA","41.2508","-76.9238","0.062","2014-05-11 11:00"
"","Pennsylvania","Mercer","Farrell","Youngstown-Warren-Boardman, OH-PA","41.215014","-80.484779","0.071","2014-06-28 10:00"
"M.K. Goddard","Pennsylvania","Mercer","","Youngstown-Warren-Boardman, OH-PA","41.4271","-80.1451","0.06","2014-05-19 10:00"
"SWIFTWATER","Pennsylvania","Monroe","","East Stroudsburg, PA","41.08306","-75.32328","0.06","2014-04-12 10:00"
"A420910013LAT/LON POINT IS OF CORNER OF TRAILER","Pennsylvania","Montgomery","Norristown","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","40.112222","-75.309167","0.072","2014-07-07 10:00"
"LAT/LON POINT IS CENTER OF TRAILER","Pennsylvania","Northampton","Freemansburg","Allentown-Bethlehem-Easton, PA-NJ","40.628056","-75.341111","0.067","2014-07-12 10:00"
"COMBINED EASTON SITE (420950100) AND EASTON H2S SPECIAL STUDY SITES","Pennsylvania","Northampton","Wilson","Allentown-Bethlehem-Easton, PA-NJ","40.692224","-75.237156","0.066","2014-06-16 12:00"
"A420990301LAT/LON POINT IS AT CORNER OF TRAILER","Pennsylvania","Perry","","Harrisburg-Carlisle, PA","40.456944","-77.165556","0.062","2014-04-13 10:00"
"Air Management Services Laboratory (AMS LAB)","Pennsylvania","Philadelphia","Philadelphia","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","40.008889","-75.09778","0.058","2014-09-04 10:00"
"North East Airport (NEA)","Pennsylvania","Philadelphia","Philadelphia","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","40.0764","-75.011549","0.072","2014-07-07 10:00"
"North East Waste (NEW)","Pennsylvania","Philadelphia","Philadelphia","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","39.991389","-75.080833","0.068","2014-06-28 10:00"
"Laurel Hill","Pennsylvania","Somerset","","Somerset, PA","39.9878","-79.2515","0.062","2014-05-26 12:00"
"PENN STATE OZONE MONITORING SITE","Pennsylvania","Tioga","","","41.644722","-76.939167","0.058","2014-05-09 12:00"
"","Pennsylvania","Washington","Charleroi","Pittsburgh, PA","40.146667","-79.902222","0.065","2014-08-04 11:00"
"","Pennsylvania","Washington","Washington","Pittsburgh, PA","40.170556","-80.261389","0.064","2014-08-04 10:00"
"","Pennsylvania","Washington","","Pittsburgh, PA","40.445278","-80.420833","0.064","2014-06-27 11:00"
"Marcellus","Pennsylvania","Washington","","Pittsburgh, PA","40.268963","-80.243995","0.062","2014-05-19 10:00"
"","Pennsylvania","Westmoreland","Municipality of Murrysville (corp for Murrysville)","Pittsburgh, PA","40.428076","-79.692811","0.053","2014-06-07 10:00"
